# Cell Count Approx Cell Spacing (mm) Vertical Displacement (m) Vertical Displacement (um) CPU run time (s)
9 1.69E+01 2.54E-05 2.54E+01 
36 8.44E+00 2.98E-05 2.98E+01 
144 4.22E+00 3.14E-05 3.14E+01 
576 2.11E+00 3.19E-05 3.19E+01 
2304 1.05E+00 3.21E-05 3.21E+01 
9216 5.27E-01 3.22E-05 3.22E+01 
36864 2.64E-01 3.23E-05 3.23E+01 3.60E+01
