# Cell Count Approx Cell Spacing (mm) Vertical Displacement (m) Vertical Displacement (mm) CPU run time (s)
9 1.26E+01 0.000689323 6.89E-01 
36 6.32E+00 0.00174998 1.75E+00 
144 3.16E+00 0.00342076 3.42E+00 
576 1.58E+00 0.00514638 5.15E+00 
2304 7.91E-01 0.00624494 6.24E+00 
9216 3.95E-01 0.00672531 6.73E+00 
36864 1.98E-01 0.00689862 6.90E+00 223
