5.09045 	4.87692 	0.5 	4.72684 	4.52856 	0 	-9.83402e+07 	0.162063 	-2.22721e-09 	2.36858e+08 	2.26861e-17 	-2.92562e+07
4.87692 	5.09045 	0.5 	4.52856 	4.72684 	0 	-9.83402e+07 	-0.0667575 	3.10513e-11 	2.36858e+08 	-6.82146e-19 	-2.92562e+07
5.0203 	4.94911 	0.5 	4.66169 	4.59559 	0 	-9.83402e+07 	-0.28457 	-1.12137e-09 	2.36858e+08 	4.97851e-09 	-2.92562e+07
4.94911 	5.0203 	0.5 	4.59559 	4.66169 	0 	-9.83402e+07 	0.389117 	4.46217e-09 	2.36858e+08 	-2.48925e-09 	-2.92562e+07
5.15958 	4.80374 	0.5 	4.79102 	4.4606 	0 	-9.83402e+07 	0.0371408 	1.09031e-09 	2.36858e+08 	4.97851e-09 	-2.92562e+07
4.80374 	5.15958 	0.5 	4.4606 	4.79102 	0 	-9.83402e+07 	-0.146407 	-4.65769e-11 	2.36858e+08 	-4.97851e-09 	-2.92562e+07
5.09105 	5.01886 	0.5 	4.64333 	4.5775 	0 	-9.70209e+07 	-0.142999 	-1.99087e-11 	2.33491e+08 	-9.72442e-09 	-2.85829e+07
5.01886 	5.09105 	0.5 	4.5775 	4.64333 	0 	-9.70209e+07 	0.21183 	2.25275e-09 	2.33491e+08 	-4.86221e-09 	-2.85829e+07
5.23229 	4.87144 	0.5 	4.77216 	4.44304 	0 	-9.70209e+07 	0.0195077 	-1.11207e-09 	2.33491e+08 	2.4311e-09 	-2.85829e+07
4.87144 	5.23229 	0.5 	4.44304 	4.77216 	0 	-9.70209e+07 	0.00611695 	1.1017e-09 	2.33491e+08 	2.4311e-09 	-2.85829e+07
5.1622 	4.94566 	0.5 	4.70823 	4.51073 	0 	-9.70209e+07 	0.140807 	-2.24321e-09 	2.33491e+08 	4.86221e-09 	-2.85829e+07
4.94566 	5.1622 	0.5 	4.51073 	4.70823 	0 	-9.70209e+07 	-0.0687822 	-4.49762e-09 	2.33491e+08 	9.72442e-09 	-2.85829e+07
5.1618 	5.08862 	0.5 	4.62544 	4.55985 	0 	-9.49611e+07 	-0.00690076 	2.2251e-09 	2.29766e+08 	-4.73708e-09 	-2.76924e+07
5.08862 	5.1618 	0.5 	4.55985 	4.62544 	0 	-9.49611e+07 	0.0267394 	-2.17834e-09 	2.29766e+08 	7.10562e-09 	-2.76924e+07
5.23394 	5.01439 	0.5 	4.69008 	4.49334 	0 	-9.49611e+07 	0.0662739 	-7.31953e-12 	2.29766e+08 	-2.36854e-09 	-2.76924e+07
5.01439 	5.23394 	0.5 	4.49334 	4.69008 	0 	-9.49611e+07 	-0.0449057 	-1.05718e-11 	2.29766e+08 	2.36854e-09 	-2.76924e+07
5.30501 	4.93914 	0.5 	4.75376 	4.42591 	0 	-9.49611e+07 	0.00557192 	1.30129e-11 	2.29766e+08 	2.36854e-09 	-2.76924e+07
4.93914 	5.30501 	0.5 	4.42591 	4.75376 	0 	-9.49611e+07 	0.0835112 	2.25438e-09 	2.29766e+08 	-4.73708e-09 	-2.76924e+07
5.30568 	5.08312 	0.5 	4.6721 	4.47612 	0 	-9.33908e+07 	0.0399602 	2.20409e-09 	2.26401e+08 	-5.78169e-19 	-2.69707e+07
5.08312 	5.30568 	0.5 	4.47612 	4.6721 	0 	-9.33908e+07 	-0.0311565 	4.42503e-09 	2.26401e+08 	-5.82398e-17 	-2.69707e+07
5.37773 	5.00684 	0.5 	4.73554 	4.40895 	0 	-9.33908e+07 	-0.00452418 	-5.80499e-12 	2.26401e+08 	4.62359e-09 	-2.69707e+07
5.00684 	5.37773 	0.5 	4.40895 	4.73554 	0 	-9.33908e+07 	0.100134 	1.12049e-09 	2.26401e+08 	4.62359e-09 	-2.69707e+07
5.23256 	5.15837 	0.5 	4.60771 	4.54238 	0 	-9.33908e+07 	0.0279359 	1.12049e-09 	2.26401e+08 	-4.62359e-09 	-2.69707e+07
5.15837 	5.23256 	0.5 	4.54238 	4.60771 	0 	-9.33908e+07 	-0.0328592 	0 	2.26401e+08 	0 	-2.69707e+07
5.45044 	5.07454 	0.5 	4.71768 	4.39231 	0 	-9.15737e+07 	-0.00527008 	-7.90101e-12 	2.22965e+08 	-4.32576e-17 	-2.61883e+07
5.07454 	5.45044 	0.5 	4.39231 	4.71768 	0 	-9.15737e+07 	0.0830341 	0 	2.22965e+08 	0 	-2.61883e+07
5.30331 	5.22812 	0.5 	4.59032 	4.52524 	0 	-9.15737e+07 	0.027545 	0 	2.22965e+08 	0 	-2.61883e+07
5.22812 	5.30331 	0.5 	4.52524 	4.59032 	0 	-9.15737e+07 	-0.0394667 	0 	2.22965e+08 	0 	-2.61883e+07
5.37743 	5.15186 	0.5 	4.65447 	4.45923 	0 	-9.15737e+07 	0.0228147 	2.21631e-09 	2.22965e+08 	-4.50948e-09 	-2.61883e+07
5.15186 	5.37743 	0.5 	4.45923 	4.65447 	0 	-9.15737e+07 	-0.0181806 	4.4444e-09 	2.22965e+08 	-5.90832e-17 	-2.61883e+07
5.44917 	5.22059 	0.5 	4.63709 	4.44257 	0 	-8.9948e+07 	0.00901777 	0 	2.19708e+08 	0 	-2.54792e+07
5.22059 	5.44917 	0.5 	4.44257 	4.63709 	0 	-8.9948e+07 	-0.0117474 	2.23025e-09 	2.19708e+08 	6.65177e-17 	-2.54792e+07
5.52316 	5.14225 	0.5 	4.70005 	4.3759 	0 	-8.9948e+07 	-0.00228503 	2.19606e-09 	2.19708e+08 	-2.73309e-17 	-2.54792e+07
